best_metric.mean,best_metric.std,mode,n_seeds,primary_metric,session_name,session_root,task,task_name,val.acc1.mean,val.acc1.std,val.acc3.mean,val.acc3.std,val.det_acc.mean,val.det_acc.std,val.f1_macro.mean,val.f1_macro.std,val.loss.mean,val.loss.std,val.mean_distance_error.mean,val.mean_distance_error.std,val.mean_error.mean,val.mean_error.std,val.median_distance_error.mean,val.median_distance_error.std,val.median_error.mean,val.median_error.std,val.mod_acc.mean,val.mod_acc.std,val.p75_distance_error.mean,val.p75_distance_error.std,val.p75_error.mean,val.p75_error.std,val.p90_distance_error.mean,val.p90_distance_error.std,val.p90_error.mean,val.p90_error.std,val.pca.mean,val.pca.std,val.sig_acc.mean,val.sig_acc.std,val.stdev_distance_error.mean,val.stdev_distance_error.std,val.stdev_error.mean,val.stdev_error.std
99.83521779378255,0.012200475097761872,lora,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rfp,RF Fingerprinting,99.83229133801501,0.01237469425504038,99.99664901816232,0.001791175135128399,,,,,0.35266860400403727,0.00027579256382995215,,,,,,,,,,,,,,,,,,,99.83521779378255,0.012200475097761872,,,,,,
71.16667175292969,1.224744871391589,lp,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,interf,Interference Classification,66.93333184814453,1.0624920393901578,99.99999627685547,0.0,95.26666666666667,1.1585431464655165,,,0.691968862215678,0.02369459297421859,,,,,,,,,60.583333333333336,1.0474837574980445,,,,,,,,,71.16667175292969,1.224744871391589,,,,,,
78.83333587646484,1.3810905404150378,ft2,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,interf,Interference Classification,74.79999772135416,1.608312720817928,99.99999627685547,0.0,98.93333333333334,0.49888765156985454,,,0.909614645799001,0.060990651967465954,,,,,,,,,68.75,1.9685019685029528,,,,,,,,,78.83333587646484,1.3810905404150378,,,,,,
79.66666920979817,0.6236095644623235,lora,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,interf,Interference Classification,75.7333316853841,0.6798691009005758,99.99999627685547,0.0,99.39999999999999,0.16329931618554172,,,0.5777295536994934,0.03930192656117688,,,,,,,,,69.83333333333333,0.7728015412913086,,,,,,,,,79.66666920979817,0.6236095644623235,,,,,,
95.12072245279948,0.6179140398296599,lp,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-los,LOS/NLOS Classification,95.50763712674781,0.5640108032576201,100.0,0.0,,,0.9521926244099935,0.006022754946093482,0.13627533997540417,0.02752365685638097,,,,,,,,,,,,,,,,,,,95.12072245279948,0.6179140398296599,,,,,,
95.4668197631836,0.2631672724821824,ft2,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-los,LOS/NLOS Classification,95.60871523902529,0.12404946775604773,100.0,0.0,,,0.9534878134727478,0.00143416088974883,0.18131149113713785,0.07779389905397252,,,,,,,,,,,,,,,,,,,95.4668197631836,0.2631672724821824,,,,,,
95.32288614908855,0.2804701262090232,lora,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-los,LOS/NLOS Classification,95.451482596316,0.2872128032466661,100.0,0.0,,,0.9518504937489828,0.0029833757500537066,0.15062622355442806,0.04107275349677538,,,,,,,,,,,,,,,,,,,95.32288614908855,0.2804701262090232,,,,,,
55.80145772298177,0.5155397101982658,lp,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-beam,Beam Prediction,60.87151845296224,0.2769278166440122,86.81491476163495,0.5531720220028186,,,0.5673191944758097,0.0038865492007979607,1.2830335041047858,0.01816409544298186,,,,,,,,,,,,,,,,,,,55.80145772298177,0.5155397101982658,,,,,,
68.65023549397786,1.3920008547925364,ft2,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-beam,Beam Prediction,72.47304580153802,1.143899738443137,92.99191385630756,0.24451417792820404,,,0.6891424655914307,0.012556878715933506,1.307488505731053,0.031233984141190288,,,,,,,,,,,,,,,,,,,68.65023549397786,1.3920008547925364,,,,,,
67.5579121907552,0.225442485120151,lora,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,deepmimo-beam,Beam Prediction,71.77672954603882,0.7101272817608157,92.74483378942443,0.3694268609804591,,,0.6762024561564127,0.0024894658393723817,1.2317302143477364,0.05658355711187338,,,,,,,,,,,,,,,,,,,67.5579121907552,0.225442485120151,,,,,,
